index,address,Trzaskowski_first,Nawrocki_first,Trzaskowski_second,Nawrocki_second
20413,"Zespół Poradni Psychologiczno-Pedagogicznych nr 1, ul. Zawiszy 13, 01-167 Warszawa",1721,544,1283,1198
20418,"Zespół Przedszkoli Samorządowych nr 1, ul. Grodzka 13, 58-316 Wałbrzych",949,406,1313,658
20435,"Zespół Przedszkolny Nr 1, ul. Grunwaldzka 10, 41-106 Siemianowice Śląskie",1088,465,1586,846
20447,"Zespół Sportowych Szkół Ogólnokształcących, ul. Władysława IV 54, 81-384 Gdynia",1114,353,1912,692
20451,"Zespół Szkolno Przedszkolny Nr 3 Szkoła Podstawowa Nr 7, ul. Ludwikowska 113/115, 97-200 Tomaszów Mazowiecki",285,533,520,953
20452,"Zespół Szkolno Przedszkolny nr 1, ul. Chłopska 70, 43-502 Czechowice-Dziedzice",556,483,913,873
20453,"Zespół Szkolno Przedszkolny nr 12 (Przedszkole nr 394), ul. Jerzego Zaruby 7, 02-796 Warszawa",907,243,452,459
20457,"Zespół Szkolno Przedszkolny w Lipowej, ul. Jana Pawła II 3, 34-324 Lipowa",228,407,438,707
20462,"Zespół Szkolno Przedszkolny w Rzuchowej, Rzuchowa 278, 33-114 Rzuchowa",182,430,362,768
20467,"Zespół Szkolno – Przedszkolny Nr 1, Ptaszkowa 406, 33-333 Ptaszkowa",102,608,252,914
20469,"Zespół Szkolno – Przedszkolny Nr 1, ul. Marii Konopnickiej 4, 34-600 Limanowa",284,640,486,1056
20472,"Zespół Szkolno – Przedszkolny w Bądkowie, ul. Włocławska 13, 87-704 Bądkowo",204,400,398,705
20473,"Zespół Szkolno – Przedszkolny w Skawicy, Skawica 278, 34-221 Skawica",150,472,266,826
20475,"Zespół Szkolno – Przedszkolny, Biała Niżna 495, 33-330 Grybów",147,765,259,269
20476,"Zespół Szkolno – Przedszkolny, Binarowa 458, 38-340 Biecz",72,371,132,651
20478,"Zespół Szkolno – Przedszkolny, Jazowsko 171A, 33-389 Jazowsko",104,688,171,978
20480,"Zespół Szkolno – Przedszkolny, Kamionka Wielka 154, 33-334 Kamionka Wielka",207,1052,390,1694
20483,"Zespół Szkolno – Przedszkolny, Krużlowa Wyżna 205, 33-325 Krużlowa Wyżna",39,500,82,822
20484,"Zespół Szkolno – Przedszkolny, Krzeszów 216, 34-206 Krzeszów",163,377,257,683
20485,"Zespół Szkolno – Przedszkolny, Kąclowa 280, 33-330 Grybów",40,862,73,317
20486,"Zespół Szkolno – Przedszkolny, Lachowice 232B, 34-232 Lachowice",238,459,408,797
20487,"Zespół Szkolno – Przedszkolny, Laskowa 2, 34-602 Laskowa",157,1142,290,1788
20488,"Zespół Szkolno – Przedszkolny, Libusza 679, 38-306 Libusza",256,694,418,221
20489,"Zespół Szkolno – Przedszkolny, Naprawa 378, 34-240 Jordanów",116,432,228,804
20490,"Zespół Szkolno – Przedszkolny, Osielec 440, 34-234 Osielec",199,708,363,1276
20493,"Zespół Szkolno – Przedszkolny, Strzeszyn 391, 38-340 Biecz",84,425,181,769
20494,"Zespół Szkolno – Przedszkolny, Stróże 396, 33-331 Stróże",224,611,367,70
20495,"Zespół Szkolno – Przedszkolny, Stróżówka 159, 38-300 Gorlice",112,416,209,721
20496,"Zespół Szkolno – Przedszkolny, Szymbark 464, 38-311 Szymbark",178,770,337,1265
20500,"Zespół Szkolno – Przedszkolny, ul. Szkolna 22, 34-440 Kluszkowce",152,372,334,716
20502,"Zespół Szkolno – Przedszkolny, ul. św. Anny 1/3, 34-521 Ząb",119,512,192,26
20503,"Zespół Szkolno – Przedszkolny, Łącko 284, 33-390 Łącko",302,951,514,1666
20504,"Zespół Szkolno – Przedszkolny, Łętownia 286, 34-242 Łętownia",162,702,314,233
20515,"Zespół Szkolno-Przedszkolny - Sala Gimnastyczna w Przyborowie, Przyborów 192, 32-823 Szczepanów",125,406,231,739
20517,"Zespół Szkolno-Przedszkolny Hala Sportowa, Mosty ul. Szkolna 16, 81-198 Kosakowo",23,400,697,807
20519,"Zespół Szkolno-Przedszkolny Nr 1 (sala forum), ul. Młodzieżowa 1, 05-101 Nowy Dwór Mazowiecki",403,192,716,483
20522,"Zespół Szkolno-Przedszkolny Nr 1 w Mińsku Mazowieckim, ul. Dąbrówki 10, 05-300 Mińsk Mazowiecki",529,456,931,827
20524,"Zespół Szkolno-Przedszkolny Nr 1 w Oleśnicy, ul. gen. Franciszka Kleeberga 4, 56-400 Oleśnica",673,431,1044,766
20530,"Zespół Szkolno-Przedszkolny Nr 1, Gdańsk ul. Jagiellońska 14, 80-371 Gdańsk 53",885,445,1438,744
20531,"Zespół Szkolno-Przedszkolny Nr 1, Gdańsk ul. Jagiellońska 5, 80-371 Gdańsk 53",1147,464,1905,845
20533,"Zespół Szkolno-Przedszkolny Nr 1, ul. Armii Krajowej 1, 73-110 Stargard",897,519,1370,942
20535,"Zespół Szkolno-Przedszkolny Nr 1, ul. Gościniec 53, 05-077 Warszawa",202,608,1857,1311
20537,"Zespół Szkolno-Przedszkolny Nr 1, ul. Henryka Jordana 6, 47-400 Racibórz",361,255,631,556
20538,"Zespół Szkolno-Przedszkolny Nr 1, ul. J. U. Niemcewicza 50/56, 97-200 Tomaszów Mazowiecki",314,378,488,670
20540,"Zespół Szkolno-Przedszkolny Nr 1, ul. Jana Matejki 3, 43-600 Jaworzno",550,455,935,938
20541,"Zespół Szkolno-Przedszkolny Nr 1, ul. Jarosława Iwaszkiewicza 11, 55-200 Oława",761,582,1239,972
20544,"Zespół Szkolno-Przedszkolny Nr 1, ul. Konstantego Ildefonsa Gałczyńskiego 9, 87-800 Włocławek",1160,594,1684,972
20545,"Zespół Szkolno-Przedszkolny Nr 1, ul. Księdza Jana Twardowskiego 2, 73-110 Stargard",643,220,0,459
20547,"Zespół Szkolno-Przedszkolny Nr 1, ul. Myśliwska 64, 30-718 Kraków",2073,995,732,2501
20549,"Zespół Szkolno-Przedszkolny Nr 1, ul. Ofiar Firleja 14, 26-600 Radom",520,850,876,1508
20550,"Zespół Szkolno-Przedszkolny Nr 1, ul. Strażacka 25, 15-687 Białystok",610,597,950,1014
20552,"Zespół Szkolno-Przedszkolny Nr 1, ul. Zielony Rynek 2, 05-825 Grodzisk Mazowiecki",711,584,1226,1170
20553,"Zespół Szkolno-Przedszkolny Nr 1-Publiczna Szkoła Podstawowa Nr 28, ul. Bogumiła Wyszomirskiego 6, 45-776 Opole",563,195,968,465
20554,"Zespół Szkolno-Przedszkolny Nr 10 Przedszkole Nr 11, ul. Farbiarska 51/57, 97-200 Tomaszów Mazowiecki",314,417,493,729
20555,"Zespół Szkolno-Przedszkolny Nr 10, ul. Ludwika Rydygiera 20, 30-695 Kraków",630,496,1078,925
20556,"Zespół Szkolno-Przedszkolny Nr 11, Gdańsk ul. Sienna 26, 80-605 Gdańsk 8",723,483,1222,814
20557,"Zespół Szkolno-Przedszkolny Nr 11, ul. Aleksandry 17, 30-837 Kraków",1677,1214,2856,2121
20558,"Zespół Szkolno-Przedszkolny Nr 12, ul. ks. Józefa Meiera 16D, 31-236 Kraków",1349,561,1781,1510
20560,"Zespół Szkolno-Przedszkolny Nr 14, ul. Stawowa 179, 31-346 Kraków",1227,546,707,793
20561,"Zespół Szkolno-Przedszkolny Nr 15, ul. Seweryna Goszczyńskiego 44, 30-724 Kraków",904,448,957,951
20562,"Zespół Szkolno-Przedszkolny Nr 16, ul. Józefa Mackiewicza 15, 31-214 Kraków",2328,1035,3078,1975
20563,"Zespół Szkolno-Przedszkolny Nr 17, ul. Czarnogórska 14, 30-638 Kraków",1655,1023,2896,1864
20564,"Zespół Szkolno-Przedszkolny Nr 18, ul. Litewska 34, 30-014 Kraków",759,361,1417,743
20565,"Zespół Szkolno-Przedszkolny Nr 19, ul. Jana Kurczaba 15, 30-868 Kraków",1146,899,1944,1605
20568,"Zespół Szkolno-Przedszkolny Nr 2 w Libiążu, ul. Szkolna 1, 32-590 Libiąż",532,466,891,874
20569,"Zespół Szkolno-Przedszkolny Nr 2 w Nisku, ul. Tysiąclecia 12a, 37-400 Nisko",254,632,488,1119
20575,"Zespół Szkolno-Przedszkolny Nr 2, Gdańsk ul. Piotra Czajkowskiego 1, 80-169 Gdańsk 48",1389,665,160,1072
20576,"Zespół Szkolno-Przedszkolny Nr 2, ul. Chropaczówka 101, 43-600 Jaworzno",343,244,571,534
20577,"Zespół Szkolno-Przedszkolny Nr 2, ul. Jagiellońska 67, 05-120 Legionowo",743,539,1236,940
20579,"Zespół Szkolno-Przedszkolny Nr 2, ul. Juliana Tuwima 1, 47-400 Racibórz",507,345,755,670
20581,"Zespół Szkolno-Przedszkolny Nr 2, ul. Józefa Wybickiego 79, 41-404 Mysłowice",498,410,763,735
20582,"Zespół Szkolno-Przedszkolny Nr 2, ul. Kazimierza Pułaskiego 25, 15-337 Białystok",978,746,1782,1440
20585,"Zespół Szkolno-Przedszkolny Nr 2, ul. Porzeczkowa 3, 31-234 Kraków",1238,469,565,1256
20586,"Zespół Szkolno-Przedszkolny Nr 2, ul. Rycerska 15a, 41-948 Piekary Śląskie",513,630,863,1198
20587,"Zespół Szkolno-Przedszkolny Nr 2, ul. Szkolna 13, 87-800 Włocławek",1914,909,2769,1541
20595,"Zespół Szkolno-Przedszkolny Nr 3, ul. Długojowska 6, 26-600 Radom",276,474,428,766
20597,"Zespół Szkolno-Przedszkolny Nr 3, ul. Miodowa 36, 31-052 Kraków",353,176,781,351
20599,"Zespół Szkolno-Przedszkolny Nr 3, ul. Piastowska 3D, 15-207 Białystok",497,432,823,752
20600,"Zespół Szkolno-Przedszkolny Nr 3, ul. Przędzalniana 70, 90-038 Łódź",456,176,830,416
20601,"Zespół Szkolno-Przedszkolny Nr 3, ul. Przędzalniana 70, 90-338 Łódź",729,408,1333,845
20602,"Zespół Szkolno-Przedszkolny Nr 3, ul. Stefana Żeromskiego 64, 42-603 Tarnowskie Góry",651,362,84,687
20604,"Zespół Szkolno-Przedszkolny Nr 3, ul. Szkolna 3, 05-102 Nowy Dwór Mazowiecki",416,425,709,789
20610,"Zespół Szkolno-Przedszkolny Nr 4 w Nisku, ul. Piaskowa 15, 37-400 Nisko",278,540,470,1035
20611,"Zespół Szkolno-Przedszkolny Nr 4 w Tychach, ul. Pogodna 37, 43-100 Tychy",680,802,1135,1454
20615,"Zespół Szkolno-Przedszkolny Nr 4, ul. Kpt. Stefana Pogonowskiego 27/29, 90-745 Łódź",613,332,1176,713
20616,"Zespół Szkolno-Przedszkolny Nr 4, ul. Polskiego Czerwonego Krzyża 209 b, 41-409 Mysłowice",574,494,968,954
20617,"Zespół Szkolno-Przedszkolny Nr 4, ul. Porzeczkowa 11, 15-815 Białystok",667,708,1123,1188
20618,"Zespół Szkolno-Przedszkolny Nr 4, ul. Powstańców Warszawskich 42, 42-680 Tarnowskie Góry",604,385,976,746
20622,"Zespół Szkolno-Przedszkolny Nr 4, ul. Urzędnicza 65, 30-074 Kraków",658,251,259,495
20623,"Zespół Szkolno-Przedszkolny Nr 5 w Tychach, ul. Katowicka 102, 43-100 Tychy",1038,752,1689,1397
20624,"Zespół Szkolno-Przedszkolny Nr 5, os. Osiedle Oświecenia 30, 31-636 Kraków",1815,1234,3186,2264
20627,"Zespół Szkolno-Przedszkolny Nr 5, ul. Magnoliowa 13, 15-669 Białystok",885,923,1417,1587
20629,"Zespół Szkolno-Przedszkolny Nr 6 Szkoła Podstawowa Nr 14, ul. Juliusza Słowackiego 32/42, 97-200 Tomaszów Mazowiecki",501,405,751,699
20630,"Zespół Szkolno-Przedszkolny Nr 6 w Łodzi, ul. Janosika 136, 92-108 Łódź",899,342,306,605
20631,"Zespół Szkolno-Przedszkolny Nr 6, Gdańsk ul. Lawendowe Wzgórze 5, 80-175 Gdańsk 16",3139,822,1608,2384
20632,"Zespół Szkolno-Przedszkolny Nr 6, ul. Grodzka 71, 58-316 Wałbrzych",1698,710,2350,1163
20633,"Zespół Szkolno-Przedszkolny Nr 6, ul. Józefa Dietla 70, 31-039 Kraków",361,202,743,345
20634,"Zespół Szkolno-Przedszkolny Nr 6, ul. Sokólska 1, 15-865 Białystok",785,824,1243,1316
20637,"Zespół Szkolno-Przedszkolny Nr 7, ul. Daleka 2, 41-811 Zabrze",296,284,538,570
20638,"Zespół Szkolno-Przedszkolny Nr 7, ul. Skotnicka 86, 30-394 Kraków",1758,787,2291,1788
20639,"Zespół Szkolno-Przedszkolny Nr 8 Szkoła Podstawowa Nr 6, ul. Gminna 5/9, 97-200 Tomaszów Mazowiecki",416,529,706,908
20640,"Zespół Szkolno-Przedszkolny Nr 8, Gdańsk ul. Marcina Dragana 2, 80-807 Gdańsk 20",2059,1030,154,1615
20641,"Zespół Szkolno-Przedszkolny Nr 8, Gdańsk ul. Marcina Dragana 22, 80-807 Gdańsk 20",1287,717,1919,1107
20642,"Zespół Szkolno-Przedszkolny Nr 8, ul. Mieczysława Wrony 115, 30-399 Kraków",727,478,1307,968
20643,"Zespół Szkolno-Przedszkolny Nr 8, ul. Poznańska 8, 58-303 Wałbrzych",733,510,1093,961
20644,"Zespół Szkolno-Przedszkolny Nr 8, ul. ks. Jerzego Badestinusa 30, 41-814 Zabrze",483,335,818,651
20646,"Zespół Szkolno-Przedszkolny Nr 9, os. osiedle Dolnośląskie 204A, 97-400 Bełchatów",563,1107,954,1986
20647,"Zespół Szkolno-Przedszkolny Nr 9, ul. Romana Prawocheńskiego 7, 31-998 Kraków",159,341,300,668
20653,"Zespół Szkolno-Przedszkolny Sala Sportowa, Lutynia ul. Polna 1B, 55-330 Miękinia",637,337,62,685
20665,"Zespół Szkolno-Przedszkolny im. Jana Brzechwy w Dopiewie, ul. Bukowska 13, 62-070 Dopiewo",731,455,1344,875
20666,"Zespół Szkolno-Przedszkolny im. Jana Brzechwy we Frydrychowicach, ul. Wadowicka 77, 34-108 Frydrychowice",99,339,203,620
20669,"Zespół Szkolno-Przedszkolny im. Jana Pawła II w Rytwianach, ul. Szkolna 9/1, 28-236 Rytwiany",217,377,358,680
20670,"Zespół Szkolno-Przedszkolny im. Janiny Januszewskiej w Ciemnem, Ciemne ul. Wołomińska 208, 05-250 Radzymin",236,504,424,889
20674,"Zespół Szkolno-Przedszkolny im. Janusza Korczaka, ul. Świdnicka 20, 20A, 55-050 Sobótka",924,674,1605,1224
20678,"Zespół Szkolno-Przedszkolny im. Legionów Polskich 1914 - 1918, ul. Jana Pawła I 2, 05-119 Legionowo",519,418,861,718
20679,"Zespół Szkolno-Przedszkolny im. Marii Konopnickiej w Rogowie Sobóckim, Rogów Sobócki ul. Szkolna 7, 55-050 Sobótka",259,255,443,539
20681,"Zespół Szkolno-Przedszkolny im. Noblistów Polskich, ul. Szkolna 6, 05-506 Lesznowola",683,338,1152,654
20685,"Zespół Szkolno-Przedszkolny nr 1 (stołówka), ul. Młodzieżowa 1, 05-101 Nowy Dwór Mazowiecki",779,474,213,881
20686,"Zespół Szkolno-Przedszkolny nr 1 (wejście od strony basenu), ul. Zemska 16c, 54-438 Wrocław",780,517,1191,812
20688,"Zespół Szkolno-Przedszkolny nr 1 - Szkoła Podstawowa nr 6 im. Mikołaja Kopernika, ul. Złota 67, 98-220 Zduńska Wola",292,283,431,572
20690,"Zespół Szkolno-Przedszkolny nr 1 im. Jana Pawła II w Wieprzu, ul. Centralna 19, 34-122 Wieprz",193,417,340,745
20693,"Zespół Szkolno-Przedszkolny nr 1 w Kościerzynie, ul. 8 Marca 1, 83-400 Kościerzyna",418,310,659,594
20694,"Zespół Szkolno-Przedszkolny nr 1 w Malborku, ul. Józefa Wybickiego 32, 82-200 Malbork",967,458,1480,883
20695,"Zespół Szkolno-Przedszkolny nr 1 w Nowej Rudzie, ul. Stara Droga 39, 57-401 Nowa Ruda",457,259,680,581
20696,"Zespół Szkolno-Przedszkolny nr 1 w Wodzisławiu Śląskim, ul. Konwaliowa 4, 44-373 Wodzisław Śląski",270,459,441,850
20697,"Zespół Szkolno-Przedszkolny nr 1 w Żorach, ul. Słoneczna 2, 44-240 Żory",637,461,959,830
20699,"Zespół Szkolno-Przedszkolny nr 1, os. Władysława Łokietka 104, 61-616 Poznań",1406,419,1230,784
20702,"Zespół Szkolno-Przedszkolny nr 1, ul. Młodzieżowa 3, 05-101 Nowy Dwór Mazowiecki",781,420,266,831
20703,"Zespół Szkolno-Przedszkolny nr 1, ul. Pszczyńska 125, 44-335 Jastrzębie-Zdrój",453,763,734,264
20704,"Zespół Szkolno-Przedszkolny nr 1, ul. Rubinowa 4, 35-322 Rzeszów",364,377,696,808
20705,"Zespół Szkolno-Przedszkolny nr 1, ul. Sportowa 29, 40-106 Katowice",524,339,879,572
20706,"Zespół Szkolno-Przedszkolny nr 1, ul. Wykopaliskowa 45, 62-800 Kalisz",543,434,834,745
20709,"Zespół Szkolno-Przedszkolny nr 1, ul. gen. Tadeusza Bora-Komorowskiego 2, 85-790 Bydgoszcz",1322,580,1216,1174
20711,"Zespół Szkolno-Przedszkolny nr 10, Gdańsk ul. Opolska 9, 80-395 Gdańsk 53",935,496,1487,812
20712,"Zespół Szkolno-Przedszkolny nr 10, ul. Dębicka 288, 35-213 Rzeszów",410,789,755,1499
20713,"Zespół Szkolno-Przedszkolny nr 10, ul. Kazimierza Lepszego 2, 40-750 Katowice",350,434,588,772
20716,"Zespół Szkolno-Przedszkolny nr 11 w Żorach, ul. Wodzisławska 201, 44-240 Żory",373,724,667,1381
20717,"Zespół Szkolno-Przedszkolny nr 11, os. Bolesława Chrobrego 105, 60-681 Poznań",1365,351,156,691
20718,"Zespół Szkolno-Przedszkolny nr 11, ul. Beskidzka 5, 35-083 Rzeszów",502,644,902,1231
20719,"Zespół Szkolno-Przedszkolny nr 11, ul. Jana Wantuły 11, 40-750 Katowice",1918,684,1929,1343
20720,"Zespół Szkolno-Przedszkolny nr 11, ul. Strachocińska 155 - 157, 51-518 Wrocław",1358,619,1126,1073
20721,"Zespół Szkolno-Przedszkolny nr 12 w Rybniku, ul. Maksymiliana Buhla 3, 44-217 Rybnik",452,596,789,1123
20722,"Zespół Szkolno-Przedszkolny nr 12, os. Zwycięstwa 101, 61-652 Poznań",1912,621,2161,1124
20723,"Zespół Szkolno-Przedszkolny nr 12, ul. Jerzego Zaruby 7, 02-796 Warszawa",118,217,580,467
20724,"Zespół Szkolno-Przedszkolny nr 12, ul. Lubelska 95a, 54-101 Wrocław",617,235,114,431
20725,"Zespół Szkolno-Przedszkolny nr 12, ul. Suwalska 5, 54-104 Wrocław",2144,641,910,1471
20726,"Zespół Szkolno-Przedszkolny nr 12, ul. Wiosny Ludów 22, 40-374 Katowice",385,378,705,828
20728,"Zespół Szkolno-Przedszkolny nr 13, ul. Adama 33, 40-467 Katowice",397,321,484,606
20729,"Zespół Szkolno-Przedszkolny nr 13, ul. Bohaterów 1, 35-112 Rzeszów",750,635,1191,1066
20730,"Zespół Szkolno-Przedszkolny nr 13, ul. Hangarowa 14, 60-409 Poznań",1731,446,1681,840
20731,"Zespół Szkolno-Przedszkolny nr 13, ul. Przyjazna 7A, 40-466 Katowice",867,548,1305,995
20732,"Zespół Szkolno-Przedszkolny nr 14 w Rybniku, ul. Kręta 20, 44-274 Rybnik",239,319,383,619
20733,"Zespół Szkolno-Przedszkolny nr 14 w Rybniku, ul. Leopolda Staffa 42a, 44-274 Rybnik",497,419,779,867
20734,"Zespół Szkolno-Przedszkolny nr 14, ul. Częstochowska 42, 54-031 Wrocław",1590,743,1577,1382
20736,"Zespół Szkolno-Przedszkolny nr 14, ul. Leśnowolska 35, 60-452 Poznań",2294,817,505,1489
20740,"Zespół Szkolno-Przedszkolny nr 15, ul. Druskienicka 32, 60-476 Poznań",2927,766,1074,1700
20741,"Zespół Szkolno-Przedszkolny nr 15, ul. Stanisławowska 38 - 44, 54-611 Wrocław",2018,661,557,1420
20742,"Zespół Szkolno-Przedszkolny nr 15, ul. Stanisławowska 38-44, 54-611 Wrocław",601,237,18,467
20744,"Zespół Szkolno-Przedszkolny nr 16, ul. Krakowska 10, 61-889 Poznań",519,203,981,399
20745,"Zespół Szkolno-Przedszkolny nr 16, ul. Wietrzna 50, 53-024 Wrocław",1609,435,1065,1037
20746,"Zespół Szkolno-Przedszkolny nr 16, ul. Wojciecha 9, 40-474 Katowice",1016,719,1521,1223
20748,"Zespół Szkolno-Przedszkolny nr 17, ul. Romualda Traugutta 42, 61-514 Poznań",1374,358,1705,811
20749,"Zespół Szkolno-Przedszkolny nr 17, ul. Wieczysta 105, 50-550 Wrocław",884,486,1598,892
20750,"Zespół Szkolno-Przedszkolny nr 18, ul. Ignacego Prądzyńskiego 53, 61-527 Poznań",1388,520,2171,1224
20751,"Zespół Szkolno-Przedszkolny nr 18, ul. Medyków 27, 40-751 Katowice",533,274,900,507
20752,"Zespół Szkolno-Przedszkolny nr 18, ul. Poznańska 26, 53-630 Wrocław",845,463,1618,798
20753,"Zespół Szkolno-Przedszkolny nr 19, os. Stare Żegrze 1, 61-249 Poznań",1322,462,70,827
20759,"Zespół Szkolno-Przedszkolny nr 2 w Wodzisławiu Śląskim, ul. Jastrzębska 136, 44-304 Wodzisław Śląski",523,781,862,1385
20764,"Zespół Szkolno-Przedszkolny nr 2, ul. Eugeniusza Horbaczewskiego 61, 54-130 Wrocław",1468,808,2329,1297
20768,"Zespół Szkolno-Przedszkolny nr 2, ul. Ignacego Kaczmarka 9, 41-706 Ruda Śląska",512,410,915,748
20769,"Zespół Szkolno-Przedszkolny nr 2, ul. Jana Kilińskiego 6/1, 44-193 Knurów",227,331,375,632
20771,"Zespół Szkolno-Przedszkolny nr 2, ul. Jugosłowiańska 2, 92-720 Łódź",1361,607,169,1138
20772,"Zespół Szkolno-Przedszkolny nr 2, ul. Kaliska 10, 85-602 Bydgoszcz",705,258,1115,502
20773,"Zespół Szkolno-Przedszkolny nr 2, ul. Leopolda Staffa 10, 81-597 Gdynia",1751,658,2054,1214
20775,"Zespół Szkolno-Przedszkolny nr 2, ul. Mariana Sobańskiego 86, 40-685 Katowice",1184,396,863,736
20776,"Zespół Szkolno-Przedszkolny nr 2, ul. Nanicka 22, 84-200 Wejherowo",1062,654,1686,1128
20778,"Zespół Szkolno-Przedszkolny nr 2, ul. Polna 33, 43-502 Czechowice-Dziedzice",437,309,699,590
20782,"Zespół Szkolno-Przedszkolny nr 20, ul. Karpnicka 2, 54-061 Wrocław",1920,837,1749,1998
20783,"Zespół Szkolno-Przedszkolny nr 20, ul. Zielona 5, 40-756 Katowice",1510,724,2413,1293
20784,"Zespół Szkolno-Przedszkolny nr 21, ul. Kłodzka 40, 50-536 Wrocław",1534,494,1912,1103
20785,"Zespół Szkolno-Przedszkolny nr 21, ul. gen. Zygmunta Waltera Jankego 160, 40-613 Katowice",1233,519,1048,1022
20786,"Zespół Szkolno-Przedszkolny nr 22, ul. Edwarda Dembowskiego 39, 51-670 Wrocław",1241,468,1142,896
20787,"Zespół Szkolno-Przedszkolny nr 22, ul. Stanisława Łętowskiego 18, 40-648 Katowice",1117,613,1721,1025
20789,"Zespół Szkolno-Przedszkolny nr 23, ul. Kazimiery Iłłakowiczówny 13, 40-134 Katowice",672,318,1163,582
20791,"Zespół Szkolno-Przedszkolny nr 24, ul. Stefanii Sempołowskiej 54, 51-661 Wrocław",1213,512,946,899
20792,"Zespół Szkolno-Przedszkolny nr 25, ul. Asfaltowa 6, 52-235 Wrocław",1597,373,863,1396
20794,"Zespół Szkolno-Przedszkolny nr 26, ul. Cynamonowa 40, 51-180 Wrocław",687,200,454,666
20795,"Zespół Szkolno-Przedszkolny nr 3 im. Jana Pawła II w Rybniku, ul. Bernarda Kuglera 8a, 44-207 Rybnik",336,371,538,654
20797,"Zespół Szkolno-Przedszkolny nr 3 w Kętach, ul. Szkolna 3, 32-650 Kęty",413,474,642,792
20799,"Zespół Szkolno-Przedszkolny nr 3 w Wodzisławiu Śląskim, ul. Marii Skłodowskiej-Curie 3, 44-313 Wodzisław Śląski",550,616,909,1153
20801,"Zespół Szkolno-Przedszkolny nr 3, Strzemieszyce, ul. Sportowa 16, 42-530 Dąbrowa Górnicza",565,251,886,539
20804,"Zespół Szkolno-Przedszkolny nr 3, ul. Inflancka 13, 51-354 Wrocław",2083,1065,3572,2001
20805,"Zespół Szkolno-Przedszkolny nr 3, ul. Jesionowa 14, 61-432 Poznań",2203,962,3460,1666
20808,"Zespół Szkolno-Przedszkolny nr 3, ul. Nagietkowa 73, 81-589 Gdynia",2310,598,386,1149
20809,"Zespół Szkolno-Przedszkolny nr 3, ul. Skrajna 1, 35-231 Rzeszów",468,368,935,845
20813,"Zespół Szkolno-Przedszkolny nr 3, ul. mjra Waleriana Łukasińskiego 70/74, 42-207 Częstochowa",501,395,755,694
20814,"Zespół Szkolno-Przedszkolny nr 4 (Szkoła Podstawowa nr 40), ul. Sołtysowicka 34, 51-168 Wrocław",1124,488,257,1113
20817,"Zespół Szkolno-Przedszkolny nr 4 w Rybniku, ul. Komisji Edukacji Narodowej 29, 44-207 Rybnik",398,626,662,1097
20819,"Zespół Szkolno-Przedszkolny nr 4, ul. Chwaszczyńska 26, 81-571 Gdynia",678,259,30,404
20822,"Zespół Szkolno-Przedszkolny nr 4, ul. Staroniwska 55, 35-101 Rzeszów",647,513,138,72
20825,"Zespół Szkolno-Przedszkolny nr 4, ul. Wyzwolenia 4, 85-790 Bydgoszcz",2276,1158,3461,2076
20826,"Zespół Szkolno-Przedszkolny nr 5 w Rybniku, ul. dr. Mariana Różańskiego 14a, 44-200 Rybnik",738,401,1120,687
20828,"Zespół Szkolno-Przedszkolny nr 5 w Żorach, ul. Strażacka 6, 44-240 Żory",352,416,639,801
20830,"Zespół Szkolno-Przedszkolny nr 5, al. Aleja Walentego Roździeńskiego 82, 40-203 Katowice",654,316,1014,535
20831,"Zespół Szkolno-Przedszkolny nr 5, os. Kosmonautów 108, 61-642 Poznań",572,215,74,412
20832,"Zespół Szkolno-Przedszkolny nr 5, os. Kosmonautów 111, 61-641 Poznań",909,367,1538,648
20833,"Zespół Szkolno-Przedszkolny nr 5, ul. Milionowa 64, 92-334 Łódź",1113,429,1681,790
20834,"Zespół Szkolno-Przedszkolny nr 5, ul. Osobowicka 127, 51-004 Wrocław",671,317,149,597
20835,"Zespół Szkolno-Przedszkolny nr 5, ul. Wiceadmirała Kazimierza Porębskiego 21, 81-185 Gdynia",852,497,1259,782
20836,"Zespół Szkolno-Przedszkolny nr 5, ul. bp. Józefa Sebastiana Pelczara 3, 35-312 Rzeszów",432,659,765,1055
20838,"Zespół Szkolno-Przedszkolny nr 5, ul. św. Barbary 32, 42-226 Częstochowa",353,576,603,909
20840,"Zespół Szkolno-Przedszkolny nr 6 w Rybniku, ul. Stanisława Małachowskiego 44, 44-251 Rybnik",668,905,1068,1686
20841,"Zespół Szkolno-Przedszkolny nr 6 w Wodzisławiu Śląskim, ul. Młodzieżowa 47, 44-373 Wodzisław Śląski",334,443,533,764
20842,"Zespół Szkolno-Przedszkolny nr 6 w Żorach, ul. Pszczyńska 81, 44-240 Żory",372,387,640,758
20844,"Zespół Szkolno-Przedszkolny nr 6, al. prof. Adama Krzyżanowskiego 24, 35-329 Rzeszów",630,664,972,1138
20845,"Zespół Szkolno-Przedszkolny nr 6, os. Jana III Sobieskiego 105, 60-688 Poznań",1424,389,1170,721
20846,"Zespół Szkolno-Przedszkolny nr 6, ul. Chełmska 18, 62-800 Kalisz",446,323,760,608
20847,"Zespół Szkolno-Przedszkolny nr 6, ul. Konstantego Ildefonsa Gałczyńskiego 8, 52-214 Wrocław",2132,555,1335,1215
20850,"Zespół Szkolno-Przedszkolny nr 7 w Rybniku, ul. Borki 37d, 44-200 Rybnik",539,640,872,1197
