index,address,Trzaskowski_first,Nawrocki_first,Trzaskowski_second,Nawrocki_second
15189,"Szkoła Podstawowa nr 9, ul. Wielkopolska 22, 44-335 Jastrzębie-Zdrój",794,950,1340,1796
15193,"Szkoła Podstawowa nr 90 im. hr. Władysława Zamoyskiego, ul. Józefa Chociszewskiego 56, 60-261 Poznań",820,220,371,430
15194,"Szkoła Podstawowa nr 90, ul. Orzechowa 62, 50-540 Wrocław",2218,983,3511,1752
15195,"Szkoła Podstawowa nr 91 im. Leonida Teligi, ul. Marcina Kasprzaka 45, 91-078 Łódź",1107,559,831,1051
15197,"Szkoła Podstawowa nr 93, ul. Juliana Ursyna Niemcewicza 29 - 31, 50-238 Wrocław",724,427,1453,895
15199,"Szkoła Podstawowa nr 95, ul. Starogajowa 66 - 68, 54-047 Wrocław",2414,1069,1867,2089
15200,"Szkoła Podstawowa nr 96, ul. Sarabandy 16/22, 02-868 Warszawa",936,348,401,617
15201,"Szkoła Podstawowa nr 97, ul. Iwana Pawłowa 15, 53-604 Wrocław",386,243,767,430
15202,"Szkoła Podstawowa nr 97, ul. Prosta 16, 53-509 Wrocław",345,197,717,395
15203,"Szkoła Podstawowa nr 97, ul. Spiska 1, 02-302 Warszawa",1449,535,2494,975
15204,"Szkoła Podstawowa nr 98, ul. Sycowska 22a, 51-319 Wrocław",878,618,595,1140
15205,"Szkoła Podstawowa nr 99, ul. Głubczycka 3, 52-024 Wrocław",895,360,1746,782
15207,"Szkoła Podstawowa nr1 w Ustroniu w Zespole Szkolno-Przedszkolnym nr 1 w Ustroniu, ul. Partyzantów 2, 43-450 Ustroń",553,188,912,487
15227,"Szkoła Podstawowa w Balinie, Balin ul. Jaworznicka 139, 32-500 Chrzanów",532,473,870,911
15228,"Szkoła Podstawowa w Baranowie, ul. Armii Krajowej 49, 96-314 Baranów",175,289,333,571
15244,"Szkoła Podstawowa w Besku, ul. Kolejowa 54, 38-524 Besko",149,604,273,995
15268,"Szkoła Podstawowa w Bieniewicach, Bieniewice ul. Błońska 62, 05-870 Błonie",409,290,712,607
15283,"Szkoła Podstawowa w Bliżynie, ul. Piaskowa 6, 26-120 Bliżyn",308,349,522,703
15293,"Szkoła Podstawowa w Boguchwale, ul. Teodora Lubomirskiego 2, 36-040 Boguchwała",309,418,547,730
15297,"Szkoła Podstawowa w Boguszycach, Garłów 12, 96-200 Rawa Mazowiecka",198,489,342,850
15298,"Szkoła Podstawowa w Bolechowicach, ul. Szkolna 7, 32-082 Bolechowice",592,347,987,634
15299,"Szkoła Podstawowa w Bolestraszycach, Bolestraszyce 156, 37-722 Wyszatyce",122,360,183,657
15324,"Szkoła Podstawowa w Bratkowicach, Bratkowice 398, 36-055 Bratkowice",153,595,324,999
15326,"Szkoła Podstawowa w Brańszczyku, ul. Nadbużna 3, 07-221 Brańszczyk",221,474,370,777
15336,"Szkoła Podstawowa w Brzezinach (sala gimnastyczna), Brzeziny ul. Szkolna 1, 26-026 Morawica",194,390,375,673
15346,"Szkoła Podstawowa w Brzozowie Starym, Brzozów Stary 67, 96-521 Brzozów Stary",119,385,203,677
15348,"Szkoła Podstawowa w Brzyskach, Brzyska 348, 38-212 Brzyska",48,647,104,1003
15362,"Szkoła Podstawowa w Bukowie, Bukowa ul. Szkolna 8, 29-105 Krasocin",171,636,302,989
15378,"Szkoła Podstawowa w Bęczkowie, Bęczków ul. Jana Pawła II 16, 26-008 Górno",86,492,187,863
15382,"Szkoła Podstawowa w Błaszkach, ul. Pomorska 6, 98-235 Błaszki",243,615,389,1055
15384,"Szkoła Podstawowa w Błażkowej, Błażkowa 125, 38-212 Brzyska",41,459,102,740
15398,"Szkoła Podstawowa w Charłupi Małej, Charłupia Mała ul. Szkolna 15, 98-200 Sieradz",198,566,346,848
15399,"Szkoła Podstawowa w Charłupi Wielkiej, Charłupia Wielka 116, 98-285 Wróblew",105,344,201,637
15404,"Szkoła Podstawowa w Chełmcach, Chełmce ul. Kościelna 51, 26-067 Strawczyn",86,440,166,720
15415,"Szkoła Podstawowa w Chojnem, Chojne ul. Główna 1, 98-200 Sieradz",192,367,351,656
15437,"Szkoła Podstawowa w Cielądzu, Cielądz 38, 96-214 Cielądz",100,494,182,818
15443,"Szkoła Podstawowa w Ciążeniu, ul. Wolności 42 A, 62-404 Ciążeń",177,306,302,585
15444,"Szkoła Podstawowa w Cmolasie, ul. Szkolna 4, 36-105 Cmolas",92,439,174,770
15449,"Szkoła Podstawowa w Czarnej Sędziszowskiej, Czarna Sędziszowska 145, 39-123 Czarna Sędziszowska",53,472,108,795
15457,"Szkoła Podstawowa w Czaszynie, Czaszyn ul. Starowiejska 14, 38-516 Tarnawa Dolna",82,321,124,608
15466,"Szkoła Podstawowa w Czerminie, Czermin 454, 39-304 Czermin",166,405,275,806
15469,"Szkoła Podstawowa w Czernichowie, ul. Kościelna 8, 32-070 Czernichów",309,348,556,654
15472,"Szkoła Podstawowa w Czernikowie, Czerników 11, 99-120 Piątek",23,314,59,635
15474,"Szkoła Podstawowa w Czerwińsku nad Wisłą, ul. Warszawska 1, 09-150 Czerwińsk nad Wisłą",203,501,346,874
15493,"Szkoła Podstawowa w Dobczynie (sala gimnastyczna), ul. Mazowiecka 67, 05-205 Dobczyn",185,378,372,724
15501,"Szkoła Podstawowa w Dobroniu, ul. Sienkiewicza 39, 95-082 Dobroń",602,565,1025,1046
15506,"Szkoła Podstawowa w Dobrzechowie, Dobrzechów 197, 38-100 Strzyżów",163,299,278,591
15508,"Szkoła Podstawowa w Dobrzycy, Dobrzyca 53, 76-038 Dobrzyca",194,280,323,565
15529,"Szkoła Podstawowa w Drelowie, ul. Szkolna 11, 21-570 Drelów",108,366,229,815
15538,"Szkoła Podstawowa w Dubiczach Cerkiewnych, ul. Parkowa 30, 17-204 Dubicze Cerkiewne",137,113,267,423
15550,"Szkoła Podstawowa w Dziadowicach, Dziadowice 22, 62-709 Malanów",113,310,225,643
15557,"Szkoła Podstawowa w Dzierzążni, Dzierzążnia 57, 09-164 Dzierzążnia",160,488,297,889
15579,"Szkoła Podstawowa w Dębem Wielkim (budynek gimnazjum), ul. Warszawska 78 A, 05-311 Dębe Wielkie",214,268,446,571
15581,"Szkoła Podstawowa w Dębem Wielkim (stołówka szkolna), ul. Warszawska 78 A, 05-311 Dębe Wielkie",231,321,437,607
15603,"Szkoła Podstawowa w Filipowicach, ul. Jurajska 197, 32-065 Filipowice",183,403,354,743
15608,"Szkoła Podstawowa w Gaju, Gaj ul. Szkolna 73, 32-031 Mogilany",331,364,613,707
15612,"Szkoła Podstawowa w Gardei, ul. Sportowa 1, 82-520 Gardeja",202,281,379,633
15619,"Szkoła Podstawowa w Gałkowie Dużym, ul. Dzieci Polskich 14, 95-041 Gałków Duży",562,441,948,816
15621,"Szkoła Podstawowa w Gdowie, ul. Szkolna 8, 32-420 Gdów",389,434,674,796
15624,"Szkoła Podstawowa w Giecznie, Gieczno ul. Szkolna 2, 95-001 Biała",107,433,194,779
15634,"Szkoła Podstawowa w Godowej, Godowa 261, 38-100 Strzyżów",86,496,172,854
15641,"Szkoła Podstawowa w Golkowicach, Golkowice 454, 30-698 Kraków",220,360,398,665
15644,"Szkoła Podstawowa w Gorzkowicach, ul. Kościelna 26, 97-350 Gorzkowice",196,530,321,942
15646,"Szkoła Podstawowa w Gorzycach Wielkich, Gorzyce Wielkie ul. Szkolna 31, 63-410 Ostrów Wielkopolski",346,411,610,854
15647,"Szkoła Podstawowa w Gostyni, ul. Rybnicka 141, 43-176 Gostyń",470,334,747,801
15654,"Szkoła Podstawowa w Goławinie, Goławin 49C, 09-151 Czerwińsk nad Wisłą",79,297,152,583
15660,"Szkoła Podstawowa w Grabanowie, Grabanów ul. Główna 47, 21-500 Biała Podlaska",172,205,296,517
15668,"Szkoła Podstawowa w Grabownicy Starzeńskiej, Grabownica Starzeńska 584, 36-207 Grabownica Starzeńska",200,641,396,1127
15682,"Szkoła Podstawowa w Grojcu, ul. Aleja Ogrodowa 2, 32-615 Grojec",326,432,569,812
15689,"Szkoła Podstawowa w Gruszczycach, Gruszczyce 45, 98-235 Błaszki",116,359,244,695
15692,"Szkoła Podstawowa w Grzęsce, Grzęska 503, 37-200 Przeworsk",100,509,207,877
15695,"Szkoła Podstawowa w Gródku, ul. Aleksandra i Grzegorza Chodkiewiczów 18, 16-040 Gródek",435,216,703,523
15707,"Szkoła Podstawowa w Górkach Wielkich, ul. Szkolna 1, 43-436 Górki Wielkie",612,511,963,1024
15712,"Szkoła Podstawowa w Górnie, ul. Szkolna 1, 26-008 Górno",221,905,422,572
15720,"Szkoła Podstawowa w Gąsocinie, ul. Błotna 12, 06-440 Gąsocin",198,478,348,863
15726,"Szkoła Podstawowa w Głoskowie, ul. Millenium 76, 05-503 Głosków",773,473,1262,900
15735,"Szkoła Podstawowa w Handzlówce, Handzlówka 264, 37-123 Handzlówka",95,291,183,579
15738,"Szkoła Podstawowa w Hermanowej, Hermanowa 212, 36-020 Tyczyn",62,286,124,585
15741,"Szkoła Podstawowa w Horyńcu-Zdroju, ul. Jana III Sobieskiego 8, 37-620 Horyniec-Zdrój",282,518,455,903
15758,"Szkoła Podstawowa w Iwanowicach Włościańskich, Iwanowice Włościańskie ul. Jana Pawła II 3, 32-095 Iwanowice",212,493,380,900
15759,"Szkoła Podstawowa w Iwoniczu, Iwonicz ul. Zagrodniki 21, 38-440 Iwonicz-Zdrój",172,458,252,831
15760,"Szkoła Podstawowa w Izabelowie, Izabelów 50, 98-220 Zduńska Wola",263,336,473,654
15766,"Szkoła Podstawowa w Jabłonce Kościelnej, Jabłonka Kościelna 50, 18-200 Wysokie Mazowieckie",38,352,75,643
15779,"Szkoła Podstawowa w Janiszewicach, Janiszewice 17, 98-220 Zduńska Wola",350,512,687,974
15791,"Szkoła Podstawowa w Jarosławcu, ul. Bałtycka 65B, 76-107 Jarosławiec",629,369,117,897
15797,"Szkoła Podstawowa w Jastkowie, Panieńszczyzna al. Warszawska 43, 21-002 Jastków",558,702,957,1294
15802,"Szkoła Podstawowa w Jawiszowicach, Jawiszowice ul. Kusocińskiego 1, 32-626 Brzeszcze",495,574,752,970
15803,"Szkoła Podstawowa w Jaworniku, Jawornik 293, 32-400 Myślenice",292,755,601,334
15804,"Szkoła Podstawowa w Jazgarzewie, Jazgarzew ul. Szkolna 10, 05-502 Piaseczno",688,485,1134,909
15807,"Szkoła Podstawowa w Jedliczu, ul. Dr F. i Z. Tokarskich 5, 38-460 Jedlicze",282,484,439,824
15809,"Szkoła Podstawowa w Jejkowicach, ul. Główna 42, 44-290 Jejkowice",497,809,860,1464
15818,"Szkoła Podstawowa w Jeżewie, Stropkowo 2, 09-226 Zawidz Kościelny",74,381,165,688
15827,"Szkoła Podstawowa w Justynowie, Justynów ul. Łódzka 17, 95-020 Andrespol",792,418,1258,763
15828,"Szkoła Podstawowa w Józefosławiu, Józefosław ul. Kameralna 11, 05-500 Piaseczno",3098,816,2363,1759
15835,"Szkoła Podstawowa w Kalinowej, Kalinowa 86, 98-235 Błaszki",137,455,246,782
15849,"Szkoła Podstawowa w Kamionkach, ul. Mieczewska 36, 62-023 Kamionki",1637,315,1620,792
15863,"Szkoła Podstawowa w Kazimierzu, Kazimierz ul. Sienkiewicza 25, 95-083 Lutomiersk",420,393,669,724
15865,"Szkoła Podstawowa w Kałuszynie, ul. Pocztowa 4, 05-310 Kałuszyn",423,970,684,1737
15867,"Szkoła Podstawowa w Kaźmierzu, ul. Gimnazjalna 3, 64-530 Kaźmierz",782,332,1266,764
15869,"Szkoła Podstawowa w Kiełczowie, ul. Szkolna 3, 55-093 Kiełczów",1509,482,523,1141
15875,"Szkoła Podstawowa w Kleszczowie, ul. Szkolna 4, 97-410 Kleszczów",193,338,389,689
15882,"Szkoła Podstawowa w Kobiórze, ul. Juliana Tuwima 33, 43-210 Kobiór",539,754,901,1351
15884,"Szkoła Podstawowa w Kocierzewie Południowym, Kocierzew Południowy 103, 99-414 Kocierzew",107,521,230,982
15911,"Szkoła Podstawowa w Koszęcinie (hala sportowa), ul. Sobieskiego 7, 42-286 Koszęcin",268,385,489,681
15912,"Szkoła Podstawowa w Koszęcinie (świetlica szkolna), ul. Sobieskiego 7, 42-286 Koszęcin",403,378,655,699
15915,"Szkoła Podstawowa w Kowalach (aula), Kowale ul. Apollina 7, 80-180 Gdańsk",472,123,895,435
15921,"Szkoła Podstawowa w Kozłowie Biskupim, Kozłów Biskupi ul. Olimpijska 1, 96-513 Nowa Sucha",364,553,701,1048
15932,"Szkoła Podstawowa w Koźmicach Wielkich, Koźmice Wielkie 605, 32-020 Wieliczka",291,565,528,1042
15935,"Szkoła Podstawowa w Krajnie, Krajno Pierwsze 153A, 26-008 Górno",76,555,170,931
15936,"Szkoła Podstawowa w Kramarzówce, Kramarzówka 98, 37-560 Pruchnik",20,572,33,869
15940,"Szkoła Podstawowa w Krasnem, Krasne 742, 36-007 Krasne",410,562,750,102
15944,"Szkoła Podstawowa w Krobanowie, Krobanów 12C, 98-220 Zduńska Wola",200,307,330,598
15946,"Szkoła Podstawowa w Kroczycach (Sala świetlicy), ul. Sienkiewicza 7, 42-425 Kroczyce",317,310,570,593
15948,"Szkoła Podstawowa w Krosnowicach, Krosnowice 207, 57-362 Krosnowice",307,402,511,743
15960,"Szkoła Podstawowa w Krzesku-Królowa Niwa, Krzesk-Królowa Niwa 23, 08-111 Krzesk-Królowa Niwa",58,363,128,664
15962,"Szkoła Podstawowa w Krzeszycach, ul. Skwierzyńska 4, 66-435 Krzeszyce",334,267,526,564
15966,"Szkoła Podstawowa w Krzyszkowicach, Krzyszkowice 368, 32-445 Krzyszkowice",253,665,467,199
15978,"Szkoła Podstawowa w Książenicach, al. E. Marylskiego 3, 05-825 Książenice",628,174,994,459
15982,"Szkoła Podstawowa w Książu Wlkp., ul. Stacha Wichury 27, 63-130 Książ Wielkopolski",528,634,957,1269
15994,"Szkoła Podstawowa w Kurzeszynie, Nowy Kurzeszyn 12, 96-200 Rawa Mazowiecka",106,432,206,750
16003,"Szkoła Podstawowa w Kąkolówce, Kąkolówka 466, 36-030 Błażowa",44,325,78,607
16006,"Szkoła Podstawowa w Kątach, Kąty 74B, 96-500 Sochaczew",460,555,810,1013
16010,"Szkoła Podstawowa w Kłaju, Kłaj 361, 32-015 Kłaj",543,558,987,1094
16013,"Szkoła Podstawowa w Kłodawie, ul. Szkolna 10, 83-035 Kłodawa",456,262,752,620
16027,"Szkoła Podstawowa w Lelicach, Lelice ul. Szkolna 1, 09-213 Gozdowo",115,394,209,725
16028,"Szkoła Podstawowa w Leoncinie, ul. Isaaca Bashevisa Singera 3, 05-155 Leoncin",257,396,415,751
16036,"Szkoła Podstawowa w Leśnej Podlaskiej, ul. Bialska 25, 21-542 Leśna Podlaska",137,421,259,794
16038,"Szkoła Podstawowa w Libertowie, Libertów ul. Jana Pawła II 43, 30-444 Kraków 55",703,422,75,734
16041,"Szkoła Podstawowa w Licheniu Starym, ul. Konińska 48, 62-563 Licheń Stary",211,380,325,745
16043,"Szkoła Podstawowa w Ligocie Małej im. UNICEF, Ligota Mała 15, 56-400 Oleśnica",249,253,456,594
16044,"Szkoła Podstawowa w Ligocie Polskiej, Ligota Polska 3, 56-400 Oleśnica",242,281,454,596
16046,"Szkoła Podstawowa w Lini, ul. Szkolna 1, 84-223 Linia",213,303,351,598
16066,"Szkoła Podstawowa w Lubatowej, Lubatowa 284, 38-440 Iwonicz-Zdrój",75,569,136,926
16067,"Szkoła Podstawowa w Lubawie ul. Rzepnikowskiego 7, ul. Rzepnikowskiego 7, 14-260 Lubawa",454,415,749,802
16068,"Szkoła Podstawowa w Lubawie ul. Św. Barbary 45, ul. Świętej Barbary 45, 14-260 Lubawa",293,357,490,648
16071,"Szkoła Podstawowa w Lubniu, Lubień 513, 32-433 Lubień",124,511,225,832
16074,"Szkoła Podstawowa w Luszowicach, ul. Tarnowska 31, 33-206 Luszowice",56,547,148,842
16077,"Szkoła Podstawowa w Lutoryżu, Lutoryż 432, 36-040 Boguchwała",131,377,250,707
16082,"Szkoła Podstawowa w Magnuszewie, ul. Bohaterów Września 10, 26-910 Magnuszew",173,547,577,699
16088,"Szkoła Podstawowa w Makowiskach, Makowiska ul. Szkolna 1, 98-330 Pajęczno",130,414,226,707
16091,"Szkoła Podstawowa w Malanowie, ul. Parkowa 29, 62-709 Malanów",202,273,354,578
16094,"Szkoła Podstawowa w Maliniu, Malinie 220, 39-331 Chorzelów",163,442,314,782
16105,"Szkoła Podstawowa w Mazewie, Mazew 68, 99-107 Daszyna",104,398,219,711
16116,"Szkoła Podstawowa w Michałowicach, ul. Jana Pawła II 1, 32-091 Michałowice",569,533,1006,993
16117,"Szkoła Podstawowa w Michałowicach, ul. Szkolna 15, 05-816 Michałowice",1166,582,1828,984
16131,"Szkoła Podstawowa w Milejowie, Milejów ul. Szkolna 12, 97-340 Rozprza",163,379,309,719
16154,"Szkoła Podstawowa w Mniszkowie, ul. Piotrkowska 72, 26-341 Mniszków",102,542,195,849
16167,"Szkoła Podstawowa w Mroczkowie, Mroczków 25, 26-120 Bliżyn",144,387,241,666
16189,"Szkoła Podstawowa w Nacpolsku, Nacpolsk ul. Szkolna 18, 09-162 Naruszewo",120,387,190,681
16201,"Szkoła Podstawowa w Niebieszczanach, Niebieszczany 492, 38-504 Niebieszczany",75,613,123,967
16216,"Szkoła Podstawowa w Niemczu, ul. Bydgoska 35, 86-032 Niemcz",1066,222,1548,481
16230,"Szkoła Podstawowa w Nosówce, Nosówka 186, 36-046 Zgłobień",108,366,211,672
16245,"Szkoła Podstawowa w Nowej Wsi, Nowa Wieś 84, 97-340 Rozprza",90,392,159,694
16248,"Szkoła Podstawowa w Nowosielcach, Nowosielce 561, 37-200 Przeworsk",47,463,97,766
16252,"Szkoła Podstawowa w Nowym Borku, Nowy Borek 331, 36-030 Błażowa",99,471,199,804
16276,"Szkoła Podstawowa w Ojrzeniu, ul. Przedszkolna 7, 06-456 Ojrzeń",94,304,213,605
16279,"Szkoła Podstawowa w Okonku, ul. Niepodległości 23, 64-965 Okonek",513,368,749,658
16305,"Szkoła Podstawowa w Osielsku, ul. Centralna 7, 86-031 Osielsko",1954,559,2852,1117
16320,"Szkoła Podstawowa w Ostrówku (sala gimnastyczna), ul. Warszawska 2, 05-205 Ostrówek",312,686,648,1184
16322,"Szkoła Podstawowa w Ostrówku, ul. Szkolna 2, 07-132 Ostrówek",166,579,320,920
16328,"Szkoła Podstawowa w Otorowie, ul. Łąkowa 3, 64-551 Otorowo",327,313,572,600
16338,"Szkoła Podstawowa w Padwi Narodowej, ul. Jana Pawła II 2, 39-340 Padew Narodowa",135,601,235,985
16347,"Szkoła Podstawowa w Paprotni, Paprotnia ul. Sochaczewska 10, 96-515 Teresin",552,990,970,1833
16348,"Szkoła Podstawowa w Paprotni, ul. Jana Pawła II 5, 08-107 Paprotnia",38,432,79,771
16349,"Szkoła Podstawowa w Paradyżu, ul. Przedborska 29, 26-333 Paradyż",103,675,207,997
16373,"Szkoła Podstawowa w Piekarach, Piekary 100, 32-060 Liszki",270,355,481,635
16375,"Szkoła Podstawowa w Pielgrzymowicach, ul. Powstańców 6, 43-253 Pielgrzymowice",262,617,507,1125
16381,"Szkoła Podstawowa w Piotrkowicach, Piotrkowice 27, 62-561 Ślesin",176,401,344,725
16385,"Szkoła Podstawowa w Piotrowicach, Piotrowice ul. Andrychowska 222, 32-641 Przeciszów",252,422,442,817
16388,"Szkoła Podstawowa w Pisarzowicach, ul. św. Floriana 28, 43-332 Pisarzowice",920,1028,1634,1906
16392,"Szkoła Podstawowa w Pleśnej, Pleśna 228, 33-171 Pleśna",207,426,368,719
16405,"Szkoła Podstawowa w Podłężu, Podłęże 220, 32-003 Podłęże",357,387,604,679
16410,"Szkoła Podstawowa w Pogórskiej Woli, Pogórska Wola 88C, 33-152 Pogórska Wola",274,715,498,1248
16415,"Szkoła Podstawowa w Polichnie, Polichno 52, 26-060 Chęciny",118,337,217,634
16418,"Szkoła Podstawowa w Pomieczynie, ul. Kartuska 14, 83-305 Pomieczyno",135,276,257,584
16420,"Szkoła Podstawowa w Poniecu, ul. Szkolna 8, 64-125 Poniec",390,347,676,710
16430,"Szkoła Podstawowa w Porębie Wielkiej, Poręba Wielka ul. Wadowicka 85, 32-600 Oświęcim",315,413,577,846
16436,"Szkoła Podstawowa w Powierciu, Powiercie 3, 62-600 Koło",374,352,522,670
16441,"Szkoła Podstawowa w Promniku, Promnik ul. Szkolna 10, 26-067 Strawczyn",105,359,187,652
16450,"Szkoła Podstawowa w Pruszynie, Pruszyn ul. Dolina Liwca 46, 08-110 Siedlce",122,278,242,623
16458,"Szkoła Podstawowa w Przodkowie, ul. Sportowa 12, 83-304 Przodkowo",415,531,797,1126
16464,"Szkoła Podstawowa w Przystajni, ul. Szkolna 9, 42-141 Przystajń",340,364,590,646
16466,"Szkoła Podstawowa w Przywidzu, ul. Szkolna 1, 83-047 Przywidz",535,359,850,676
16471,"Szkoła Podstawowa w Prątnicy, Prątnica 9, 14-260 Lubawa",70,359,145,732
16480,"Szkoła Podstawowa w Pustelniku, Pustelnik ul. Szkolna 16, 05-304 Stanisławów",109,326,220,645
16481,"Szkoła Podstawowa w Pyrzycach, ul. Tadeusza Rejtana 6, 74-200 Pyrzyce",466,421,669,749
16485,"Szkoła Podstawowa w Płazie, ul. Wiosny Ludów 2, 32-552 Płaza",451,501,799,927
16503,"Szkoła Podstawowa w Radoczy, ul. Dębowa 49, 34-100 Radocza",224,288,397,567
16507,"Szkoła Podstawowa w Radomyślu Wielkim, ul. Klonowa 2, 39-310 Radomyśl Wielki",129,412,248,709
16513,"Szkoła Podstawowa w Radoszycach, ul. Szkolna 1, 26-230 Radoszyce",90,402,185,751
16516,"Szkoła Podstawowa w Radziejowicach, ul. Kubickiego 3A, 96-325 Radziejowice",580,518,960,1023
16532,"Szkoła Podstawowa w Rembieszycach, Rembieszyce 10, 28-366 Małogoszcz",62,470,119,776
16533,"Szkoła Podstawowa w Robakowie, ul. Szkolna 3, 62-023 Robakowo",639,234,1147,561
16552,"Szkoła Podstawowa w Rozborzu, Rozbórz 583, 37-200 Przeworsk",135,528,229,881
16555,"Szkoła Podstawowa w Rozprzy, ul. Sportowa 12A, 97-340 Rozprza",111,441,252,781
16569,"Szkoła Podstawowa w Rudzie Strawczyńskiej, Ruda Strawczyńska 4, 26-067 Strawczyn",71,383,157,751
16572,"Szkoła Podstawowa w Rudzie, Ruda 124, 39-315 Ruda",52,384,93,685
16574,"Szkoła Podstawowa w Rudzie, Ruda ul. Szkolna 7, 05-311 Dębe Wielkie",289,440,548,810
16595,"Szkoła Podstawowa w Rykoszynie im. Józefa Piłsudskiego, Rykoszyn ul. Świętokrzyska 112, 26-065 Piekoszów",94,354,199,655
16598,"Szkoła Podstawowa w Rzeczycy Filia w Sadykierzu, Sadykierz 51, 97-220 Rzeczyca",42,400,107,696
16601,"Szkoła Podstawowa w Rzeczycy, ul. Ks. Jędrzeja Kitowicza 4, 97-220 Rzeczyca",178,550,327,919
16602,"Szkoła Podstawowa w Rzemieniu, Rzemień 257, 39-322 Rzemień",105,265,195,547
16605,"Szkoła Podstawowa w Rzeszotarach, Rzeszotary ul. Pod Dębiną 45, 32-040 Świątniki Górne",175,354,659,1188
16609,"Szkoła Podstawowa w Równem, ul. Długa 41, 38-451 Równe",146,363,251,649
16611,"Szkoła Podstawowa w Rącznej, Rączna 1, 32-060 Liszki",230,431,450,798
16620,"Szkoła Podstawowa w Sampławie, Sampława 4, 14-260 Lubawa",121,306,257,610
16644,"Szkoła Podstawowa w Sieniawie, ul. Rynek 4, 37-530 Sieniawa",240,367,378,666
16654,"Szkoła Podstawowa w Siostrzytowie, Siostrzytów 97a, 21-044 Trawniki",74,364,167,671
16657,"Szkoła Podstawowa w Skarszewach, ul. Dworcowa 27, 83-250 Skarszewy",295,375,557,670
16662,"Szkoła Podstawowa w Skomielnej Białej, Skomielna Biała 1, 32-434 Skomielna Biała",180,748,328,234
16663,"Szkoła Podstawowa w Skomielnej Czarnej, Skomielna Czarna 267, 32-437 Skomielna Czarna",76,479,157,761
16666,"Szkoła Podstawowa w Skoroszycach, ul. Braterstwa Broni 9, 48-320 Skoroszyce",201,456,362,794
16671,"Szkoła Podstawowa w Skrwilnie, ul. Bieżuńska 16, 87-510 Skrwilno",136,496,267,812
16684,"Szkoła Podstawowa w Snopkowie, Snopków ul. Szkolna 1, 21-002 Jastków",545,527,860,949
16699,"Szkoła Podstawowa w Soninie, Sonina 168, 37-100 Łańcut",276,642,576,1228
16716,"Szkoła Podstawowa w Stanisławowie, ul. Szkolna 4A, 05-304 Stanisławów",290,760,541,1312
16717,"Szkoła Podstawowa w Staniątkach, Staniątki 5, 32-005 Niepołomice",370,616,611,958
16722,"Szkoła Podstawowa w Starej Wsi, Stara Wieś 790, 36-200 Brzozów",138,958,255,1526
16729,"Szkoła Podstawowa w Staroźrebach (hala sportowa), ul. Szkolna 7, 09-440 Staroźreby",220,478,377,763
16751,"Szkoła Podstawowa w Stawiszynie, ul. Szkolna 8, 62-820 Stawiszyn",358,604,604,1028
16752,"Szkoła Podstawowa w Stefanowie, Stefanów 108, 08-430 Żelechów",30,403,74,705
16758,"Szkoła Podstawowa w Straszowie, Straszów 70, 97-340 Rozprza",94,469,191,847
16759,"Szkoła Podstawowa w Straszydlu, Straszydle 155, 36-043 Lubenia",95,504,191,840
16762,"Szkoła Podstawowa w Stryszowie, Stryszów 90, 34-146 Stryszów",197,342,350,703
16764,"Szkoła Podstawowa w Strzebiniu, Strzebiń ul. Lompy 9, 42-288 Koszęcin",221,349,410,635
16771,"Szkoła Podstawowa w Studzianie, Studzian 338, 37-200 Przeworsk",109,389,176,703
16780,"Szkoła Podstawowa w Sulęczynie, ul. Stefana Żeromskiego 16, 83-320 Sulęczyno",402,385,646,706
