address,Trzaskowski_first,Nawrocki_first,Trzaskowski_second,Nawrocki_second
"Szpital Powiatowy w Wyrzysku Spółka z o. o., ul. 22 Stycznia 41, 89-300 Wyrzysk",14,14,11,15
"Szpital Powiatowy, ul. Ludwika Waryńskiego 4, 43-190 Mikołów",18,8,17,20
"Szpital Rejonowy, ul. Gamowska 3, 47-400 Racibórz",26,17,21,27
"Szpital Specjalistyczny SANUS, ul. Wojska Polskiego 5, 37-450 Stalowa Wola",18,23,16,36
"Szpital Specjalistyczny im. J. Dietla w Krakowie Małopolskie Centrum Reumatologii, Immunologii i Rehabilitacji, al. Aleja Marszałka Ferdinanda Focha 33, 30-119 Kraków",20,12,14,26
"Szpital Wielospecjalistyczny im. dr. Ludwika Błażka, ul. Poznańska 97, 88-100 Inowrocław",29,14,26,27
"Szpital Zespołu Opieki Zdrowotnej, ul. Ułańska 28, 99-400 Łowicz",9,11,7,14
"Szpital, al. Aleja Kasztanowa 17, 34-220 Maków Podhalański",8,8,7,12
"Szpital, ul. Morawa 31, 40-353 Katowice",11,7,9,15
"Szpitale Tczewskie S. A., ul. 30-go Stycznia 57/58, 83-110 Tczew",22,7,20,13
"Służewski Dom Kultury w Dzielnicy Mokotów m. st. Warszawy, ul. Jana Sebastiana Bacha 15, 02-743 Warszawa",656,266,70,457
"Technikum Energetyczne im. Henryka Zygalskiego, ul. Jana Henryka Dąbrowskiego 163, 60-594 Poznań",602,191,204,390
"Technikum Hotelarsko-Turystyczno-Gastronomiczne Nr 21, ul. Krasnołęcka 3, 00-734 Warszawa",573,307,37,495
"Technikum nr 19 im. Marszałka Józefa Piłsudskiego, ul. 28 Czerwca 1956 r. 352/360, 61-441 Poznań",1268,509,1074,960
"Terminal Turystyczny, ul. Kotwiczna 14, 76-150 Darłowo",723,378,236,703
"Uniwersytet Warmińsko-Mazurski w Olsztynie, Wydział Teologii, ul. Kardynała Stanisława Hozjusza 15, 11-041 Olsztyn",687,182,42,381
"Urząd Dzielnicy Ochota m. st. Warszawy, ul. Adolfa Pawińskiego 30, 02-106 Warszawa",679,206,102,382
"Urząd Gminy, ul. Gminna 60, 05-506 Lesznowola",712,339,203,739
"Urząd Miasta Ustka, ul. Ks. Kardynała Stefana Wyszyńskiego 3, 76-270 Ustka",755,386,199,720
"Urząd Miejski w Aleksandrowie Łódzkim, ul. Jakuba Jasińskiego 20, 95-070 Aleksandrów Łódzki",680,442,136,851
"Urząd Miejski w Siechnicach, ul. Jana Pawła II 12, 55-011 Siechnice",546,219,64,588
"Urząd do Spraw Cudzoziemców, ul. Taborowa 33, 02-699 Warszawa",615,171,252,484
"Uzdrowisko Świeradów-Czerniawa Sp. z o.o. Grupa PGU Szpital Centrum Rehabilitacji i Reumatologii ""Goplana"", ul. Marszałka Józefa Piłsudskiego 33, 59-850 Świeradów-Zdrój",7,9,5,8
"V Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi, ul. Ofiar Oświęcimia 14, 71-537 Szczecin",625,276,29,482
"V Liceum Ogólnokształcące, ul. Nowolipie 8, 00-150 Warszawa",570,348,49,601
"VII Liceum Ogólnokształcące, ul. Panewnicka 13, 40-709 Katowice",1043,616,798,1212
"VIII Liceum Ogólnokształcące im. Adama Asnyka, ul. Pomorska 105, 91-402 Łódź",509,240,23,430
"Wawerskie Centrum Kultury Filia ""Aleksandrów"", ul. Samorządowa 10, 04-965 Warszawa",711,497,170,887
"Wejherowski Zarząd Nieruchomości Komunalnych, ul. Obrońców Helu 1, 84-200 Wejherowo",713,393,82,759
"Wielkopolskie Stowarzyszenie Sportowe, ul. Starołęcka 36, 61-361 Poznań",755,247,704,731
"Wielospecjalistyczny Szpital-Samodzielny Publiczny Zespół Opieki Zdrowotnej, ul. Stanisława Konarskiego 5b, 59-900 Zgorzelec",26,18,25,18
"Wojewódzka i Miejska Biblioteka Publiczna Biblioteka bez Barier, Gdańsk ul. Czerwony Dwór 21, 80-376 Gdańsk 53",652,233,36,425
"Wojewódzka i Miejska Biblioteka Publiczna Biblioteka przy Rynku, Gdańsk ul. Czerwony Dwór 21, 80-376 Gdańsk 53",716,228,114,388
"Wojewódzki Ośrodek Terapii Uzależnienia od Alkoholu i Współuzależnienia w Giżycku, ul. Warszawska 41a, 11-500 Giżycko",9,7,8,10
"Wojewódzki Szpital Chorób Płuc w Wodzisławiu Śląskim, ul. Bracka 13, 44-300 Wodzisław Śląski",17,17,10,18
"Wojewódzki Szpital Obserwacyjno-Zakaźny im. Tadeusza Browicza w Bydgoszczy, ul. Św. Floriana 12, 85-030 Bydgoszcz",32,8,25,24
"Wojewódzki Szpital Specjalistyczny im. Stefana Kardynała Wyszyńskiego SP ZOZ, ul. Zbigniewa Herberta 21, 20-286 Lublin",43,43,40,58
"Wojskowy Instytut Medyczny Państwowy Instytut Badawczy, ul. Zegrzyńska 8, 05-119 Legionowo",15,14,11,5
"Wrocławski Klub Formaty, ul. Samborska 3 - 5, 54-615 Wrocław",688,226,227,535
"XCIX Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Zbigniewa Herberta, ul. Fundamentowa 38/42, 04-036 Warszawa",761,453,306,707
"XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa Kuli, ul. Oszmiańska 23/25, 03-503 Warszawa",1128,688,1025,1239
"XIII Liceum Ogólnokształcące, ul. Sądowa 4, 31-542 Kraków",1167,384,378,837
"XIV Liceum Ogólnokształcące im. Kazimierza Wielkiego, os. Piastowskie 106, 61-164 Poznań",640,234,298,495
"XL Liceum Ogólnokształcące, ul. Platynowa 1, 00-808 Warszawa",737,360,222,647
"XLI Liceum Ogólnokształcące, rynek Rynek Kleparski 18, 31-150 Kraków",501,218,179,502
"XLII Liceum Ogólnokształcące im. Ireny Sendlerowej, ul. Stawowa 28, 91-358 Łódź",1482,578,1147,971
"XLII Liceum Ogólnokształcące im. Marii Konopnickiej, ul. Antoniego Józefa Madalińskiego 22, 02-513 Warszawa",1213,354,1178,620
"XLIII Liceum Ogólnokształcące im. Juliana Tuwima, ul. Królewska 13/15, 93-319 Łódź",1287,594,841,974
"XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego, al. Aleja Niepodległości 27, 02-653 Warszawa",896,589,588,1203
"XLIII Liceum Ogólnokształcące, ul. Bolesława Limanowskiego 60 - 62, 30-534 Kraków",743,341,702,731
"XLIV Liceum Ogólnokształcące im. Stefana Banacha, ul. Dolna 6, 00-774 Warszawa",635,222,129,422
"XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego, ul. Żuromińska 4, 03-341 Warszawa",1192,473,937,897
"XLVII Liceum Ogólnokształcące im. Stanisława Staszica, ul. Stanisława Czernika 1/3, 92-538 Łódź",1919,928,1908,1515
"XV Liceum Ogólnokształcące im. prof. Wiktora Degi, os. Bolesława Chrobrego 107, 60-681 Poznań",2081,650,1380,1229
"XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi, Gdańsk ul. Pilotów 7, 80-460 Gdańsk 22",1169,496,936,805
"XVIII Liceum Ogólnokształcące, ul. Na Błonie 15b, 30-147 Kraków",1227,562,1050,974
"XXI Liceum Ogólnokształcące z Oddziałami Sportowymi, Gdańsk ul. Kołobrzeska 75, 80-396 Gdańsk 53",1301,543,1236,952
"XXI Liceum Ogólnokształcące z Oddziałami Sportowymi, Gdańsk ul. Kołobrzeska 77, 80-396 Gdańsk 53",705,316,143,539
"XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie, ul. Naddnieprzańska 2/4, 04-205 Warszawa",727,326,211,607
"XXIV Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie, ul. Marysińska 61/67, 91-850 Łódź",863,352,326,653
"XXV Liceum Ogólnokształcące im. Generałowej Jadwigi Zamoyskiej, ul. Widna 1, 60-655 Poznań",592,194,118,420
"XXVI Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego, ul. Wileńska 22A, 94-029 Łódź",1341,503,984,990
"XXVII Liceum Ogólnokształcące im. Tadeusza Czackiego, ul. Polna 5, 00-625 Warszawa",545,231,107,448
"XXX Liceum Ogólnokształcące, ul. Wolność 1/3, 01-018 Warszawa",1183,611,1064,994
"XXXIII Liceum Ogólnokształcące im. Armii Krajowej, ul. Janusza Kusocińskiego 116, 94-054 Łódź",1201,466,755,759
"XXXIV Liceum Ogólnokształcące im. Krzysztofa Kieślowskiego, ul. Wapienna 17, 91-087 Łódź",657,312,102,555
"XXXIX Liceum Ogólnokształcące, ul. Bogumiła Zuga 16, 01-806 Warszawa",800,426,442,723
"XXXV Liceum Ogólnokształcące im. Bolesława Prusa, ul. Zwycięzców 7/9, 03-936 Warszawa",1133,389,894,615
"XXXVIII Dwujęzyczne Liceum Ogólnokształcące im. Jana Nowaka Jeziorańskiego, ul. Michała Drzymały 4/6, 60-613 Poznań",1148,363,1047,760
"ZGN, ul. Jagiellońska 61, 03-301 Warszawa",565,276,200,624
"ZIAD Bielsko-Biała S. A., al. Aleja Armii Krajowej 220, 43-300 Bielsko-Biała",682,257,5,494
"Zachodniopomorski Uniwersytet Technologiczny Wydział Technologii Chemii, ul. Aleja Piastów 42, 70-065 Szczecin",567,251,50,510
"Zakład Gospodarki Mieszkaniowej, ul. Warzywna 6, 95-200 Pabianice",635,500,18,872
"Zakład Gospodarowania Nieruchomościami w Dzielnicy Mokotów m. st. Warszawy, ul. Irysowa 19, 02-660 Warszawa",957,369,576,678
"Zakład Gospodarowania Nieruchomościami w Dzielnicy Włochy, ul. Naukowa 4, 02-463 Warszawa",648,277,229,594
"Zakład Gospodarowania Nieruchomościami w Dzielnicy Śródmieście m. st. Warszawy, ul. Szwoleżerów 5, 00-464 Warszawa",882,352,513,605
"Zakład Leczniczy-Hospicjum Palium Uniwersyteckiego Szpitala Klinicznego w Poznaniu, os. Rusa 55, 61-245 Poznań",8,4,7,5
"Zakład Opiekuńczo Leczniczy w Busku-Zdroju, ul. Solankowa 6, 28-100 Busko-Zdrój",8,5,4,10
"Zakład Opiekuńczo Leczniczy, ul. Pokoju 1a, 68-300 Lubsko",5,0,4,3
"Zakład Opiekuńczo-Leczniczy SP ZOZ, ul. Olchy 8, 04-837 Warszawa",12,26,11,34
"Zakład Opiekuńczo-Leczniczy prowadzony przez Zgromadzenie Sióstr Felicjanek, ul. Hugona Kołłątaja 7, 31-502 Kraków",3,30,1,38
"Zakład Pielęgnacyjno-Opiekuńczy w Bacikach Średnich, Baciki Średnie 68, 17-300 Siemiatycze",2,4,1,8
"Zakład Pielęgnacyjno-Opiekuńczy w Przedborzu, ul. Częstochowska 25, 97-570 Przedbórz",4,5,3,5
"Zakład Pielęgnacyjno-Opiekuńczy w Żołyni, ul. Górska 8, 37-110 Żołynia",2,11,1,12
"Zamojski Szpital Niepubliczny Sp. z o. o. w Zamościu, ul. Peowiaków 1, 22-400 Zamość",15,24,13,42
"Zespół Edukacyjny Nr 9 Szkoła Podstawowa Nr 11, ul. Spawaczy 3d, 65-119 Zielona Góra",1092,370,760,749
"Zespół Edukacyjny nr 10, ul. Energetyków 7, 65-729 Zielona Góra",1046,352,690,805
"Zespół Opieki Zdrowotnej we Włoszczowie-Szpital Powiatowy im. Jana Pawła II, ul. Żeromskiego 28, 29-100 Włoszczowa",15,28,11,45
"Zespół Opieki Zdrowotnej-Szpital Powiatowy, ul. Szpitalna 1, 26-110 Skarżysko-Kamienna",21,23,20,46
"Zespół Placówek Młodzieżowych ""Bursa"", ul. gen. Józefa Hallera 37, 86-300 Grudziądz",343,173,324,504
"Zespół Poradni Psychologiczno-Pedagogicznych nr 1, ul. Zawiszy 13, 01-167 Warszawa",1721,544,1283,1198
"Zespół Szkolno Przedszkolny nr 12 (Przedszkole nr 394), ul. Jerzego Zaruby 7, 02-796 Warszawa",907,243,452,459
"Zespół Szkolno-Przedszkolny Nr 1, ul. Księdza Jana Twardowskiego 2, 73-110 Stargard",643,220,0,459
"Zespół Szkolno-Przedszkolny Nr 1, ul. Myśliwska 64, 30-718 Kraków",2073,995,732,2501
"Zespół Szkolno-Przedszkolny Nr 14, ul. Stawowa 179, 31-346 Kraków",1227,546,707,793
"Zespół Szkolno-Przedszkolny Nr 2, Gdańsk ul. Piotra Czajkowskiego 1, 80-169 Gdańsk 48",1389,665,160,1072
"Zespół Szkolno-Przedszkolny Nr 2, ul. Porzeczkowa 3, 31-234 Kraków",1238,469,565,1256
"Zespół Szkolno-Przedszkolny Nr 3, ul. Stefana Żeromskiego 64, 42-603 Tarnowskie Góry",651,362,84,687
"Zespół Szkolno-Przedszkolny Nr 4, ul. Urzędnicza 65, 30-074 Kraków",658,251,259,495
"Zespół Szkolno-Przedszkolny Nr 6 w Łodzi, ul. Janosika 136, 92-108 Łódź",899,342,306,605
"Zespół Szkolno-Przedszkolny Nr 6, Gdańsk ul. Lawendowe Wzgórze 5, 80-175 Gdańsk 16",3139,822,1608,2384
"Zespół Szkolno-Przedszkolny Nr 8, Gdańsk ul. Marcina Dragana 2, 80-807 Gdańsk 20",2059,1030,154,1615
"Zespół Szkolno-Przedszkolny Sala Sportowa, Lutynia ul. Polna 1B, 55-330 Miękinia",637,337,62,685
"Zespół Szkolno-Przedszkolny nr 1 (stołówka), ul. Młodzieżowa 1, 05-101 Nowy Dwór Mazowiecki",779,474,213,881
"Zespół Szkolno-Przedszkolny nr 1, os. Władysława Łokietka 104, 61-616 Poznań",1406,419,1230,784
"Zespół Szkolno-Przedszkolny nr 1, ul. Młodzieżowa 3, 05-101 Nowy Dwór Mazowiecki",781,420,266,831
"Zespół Szkolno-Przedszkolny nr 1, ul. gen. Tadeusza Bora-Komorowskiego 2, 85-790 Bydgoszcz",1322,580,1216,1174
"Zespół Szkolno-Przedszkolny nr 11, os. Bolesława Chrobrego 105, 60-681 Poznań",1365,351,156,691
"Zespół Szkolno-Przedszkolny nr 11, ul. Strachocińska 155 - 157, 51-518 Wrocław",1358,619,1126,1073
"Zespół Szkolno-Przedszkolny nr 12, ul. Lubelska 95a, 54-101 Wrocław",617,235,114,431
"Zespół Szkolno-Przedszkolny nr 12, ul. Suwalska 5, 54-104 Wrocław",2144,641,910,1471
"Zespół Szkolno-Przedszkolny nr 13, ul. Hangarowa 14, 60-409 Poznań",1731,446,1681,840
"Zespół Szkolno-Przedszkolny nr 14, ul. Częstochowska 42, 54-031 Wrocław",1590,743,1577,1382
"Zespół Szkolno-Przedszkolny nr 14, ul. Leśnowolska 35, 60-452 Poznań",2294,817,505,1489
"Zespół Szkolno-Przedszkolny nr 15, ul. Druskienicka 32, 60-476 Poznań",2927,766,1074,1700
"Zespół Szkolno-Przedszkolny nr 15, ul. Stanisławowska 38 - 44, 54-611 Wrocław",2018,661,557,1420
"Zespół Szkolno-Przedszkolny nr 15, ul. Stanisławowska 38-44, 54-611 Wrocław",601,237,18,467
"Zespół Szkolno-Przedszkolny nr 16, ul. Wietrzna 50, 53-024 Wrocław",1609,435,1065,1037
"Zespół Szkolno-Przedszkolny nr 19, os. Stare Żegrze 1, 61-249 Poznań",1322,462,70,827
"Zespół Szkolno-Przedszkolny nr 2, ul. Jugosłowiańska 2, 92-720 Łódź",1361,607,169,1138
"Zespół Szkolno-Przedszkolny nr 2, ul. Mariana Sobańskiego 86, 40-685 Katowice",1184,396,863,736
"Zespół Szkolno-Przedszkolny nr 20, ul. Karpnicka 2, 54-061 Wrocław",1920,837,1749,1998
"Zespół Szkolno-Przedszkolny nr 21, ul. gen. Zygmunta Waltera Jankego 160, 40-613 Katowice",1233,519,1048,1022
"Zespół Szkolno-Przedszkolny nr 22, ul. Edwarda Dembowskiego 39, 51-670 Wrocław",1241,468,1142,896
"Zespół Szkolno-Przedszkolny nr 24, ul. Stefanii Sempołowskiej 54, 51-661 Wrocław",1213,512,946,899
"Zespół Szkolno-Przedszkolny nr 25, ul. Asfaltowa 6, 52-235 Wrocław",1597,373,863,1396
"Zespół Szkolno-Przedszkolny nr 26, ul. Cynamonowa 40, 51-180 Wrocław",687,200,454,666
"Zespół Szkolno-Przedszkolny nr 3, ul. Nagietkowa 73, 81-589 Gdynia",2310,598,386,1149
"Zespół Szkolno-Przedszkolny nr 4 (Szkoła Podstawowa nr 40), ul. Sołtysowicka 34, 51-168 Wrocław",1124,488,257,1113
"Zespół Szkolno-Przedszkolny nr 4, ul. Chwaszczyńska 26, 81-571 Gdynia",678,259,30,404
"Zespół Szkolno-Przedszkolny nr 4, ul. Garbary 82, 61-758 Poznań",696,150,567,380
"Zespół Szkolno-Przedszkolny nr 4, ul. Staroniwska 55, 35-101 Rzeszów",647,513,138,72
"Zespół Szkolno-Przedszkolny nr 5, os. Kosmonautów 108, 61-642 Poznań",572,215,74,412
"Zespół Szkolno-Przedszkolny nr 5, ul. Osobowicka 127, 51-004 Wrocław",671,317,149,597
"Zespół Szkolno-Przedszkolny nr 6, os. Jana III Sobieskiego 105, 60-688 Poznań",1424,389,1170,721
"Zespół Szkolno-Przedszkolny nr 6, ul. Konstantego Ildefonsa Gałczyńskiego 8, 52-214 Wrocław",2132,555,1335,1215
"Zespół Szkolno-Przedszkolny nr 7, ul. Leszka 42, 61-062 Poznań",1345,551,99,1016
"Zespół Szkolno-Przedszkolny nr 8, os. Bolesława Śmiałego 107, 60-682 Poznań",1269,402,47,723
"Zespół Szkolno-Przedszkolny nr 9, Gdańsk ul. mjr. Mieczysława Słabego 6, 80-298 Gdańsk 16",854,294,375,510
"Zespół Szkolno-Przedszkolny nr 9, ul. Graniczna 46, 40-018 Katowice",1265,505,1171,924
"Zespół Szkolno-Przedszkolny nr 9, ul. Ludwika Solskiego 13, 52-401 Wrocław",1512,446,637,948
"Zespół Szkolno-Przedszkolny nr 9, ul. Mariana Morelowskiego 43, 52-429 Wrocław",855,248,179,441
"Zespół Szkolno-Przedszkolny nr 9, ul. Umultowska 114, 61-614 Poznań",1471,378,323,776
"Zespół Szkolno-Przedszkolny w Dobrzykowicach, Dobrzykowice ul. Sukcesu 2, 55-002 Kamieniec Wrocławski",969,295,705,710
"Zespół Szkolno-Przedszkolny w Mirkowie, ul. Juliusza Słowackiego 17, 55-095 Mirków",775,303,229,669
"Zespół Szkolno-Przedszkolny w Modlnicy, ul. Sportowa 2, 32-085 Modlnica",614,328,101,740
"Zespół Szkolno-Przedszkolny w Smolcu, Smolec ul. Kościelna 2, 55-080 Kąty Wrocławskie",1342,256,337,849
"Zespół Szkolno-Przedszkolny, Wola Kiełpińska 1, 05-140 Serock",1169,1165,1045,135
"Zespół Szkolno-Przedszkolny, Wysoka ul. Chabrowa 99, 52-200 Wrocław",1229,262,1002,620
"Zespół Szkolno-Przedszkolny, ul. Hubalczyków 7, 76-200 Słupsk",664,243,24,548
"Zespół Szkolno-Przedszkolny, ul. Skalna 12, 43-190 Mikołów",678,292,89,606
"Zespół Szkół Ekonomiczno-Turystyczno-Hotelarskich im. Władysława Grabskiego, al. 1 Maja 89, 90-755 Łódź",596,261,38,493
"Zespół Szkół Elektroniczno-Informatycznych im. Jana Szczepanika, ul. Strykowska 10/18, 91-725 Łódź",995,441,610,801
"Zespół Szkół Elektronicznych i Informatycznych, ul. Jagiellońska 13, 41-200 Sosnowiec",726,361,99,625
"Zespół Szkół Elektrycznych nr 2 im. ks. Piotra Wawrzyniaka, ul. Świt 25, 60-375 Poznań",1061,387,821,739
"Zespół Szkół Gastronomiczno-Spożywczych im. Wisławy Szymborskiej, sala nr 24 (parter), ul. Żołnierska 49, 10-560 Olsztyn",691,348,105,669
"Zespół Szkół Hotelarsko-Gastronomicznych, ul. Morska 77, 81-222 Gdynia",681,226,112,452
"Zespół Szkół Kreowania Wizerunku, Gdańsk ul. Prezydenta Lecha Kaczyńskiego 35, 80-365 Gdańsk 53",681,228,116,407
"Zespół Szkół Mechanicznych Nr 2, al. Aleja gen. Jana Skrzyneckiego 12, 30-363 Kraków",618,172,533,498
"Zespół Szkół Nr 1, ul. Zamkowa 6, 42-100 Kłobuck",646,383,21,746
"Zespół Szkół Nr 2 (sala gimnastyczna - wejście od ul. Waryńskiego), ul. Piastowska 5, 78-100 Kołobrzeg",660,340,192,571
"Zespół Szkół Nr 27, ul. Wincentego Rzymowskiego 38, 02-697 Warszawa",1749,695,1297,1493
"Zespół Szkół Nr 42, ul. Dzieci Warszawy 42, 02-495 Warszawa",915,230,568,577
"Zespół Szkół Nr 5 w Jarocinie, ul. Ludwika Waryńskiego 11, 63-200 Jarocin",1032,549,621,1135
"Zespół Szkół Ogólnokształcących Nr 1, Gdańsk ul. płk. Wilka-Krzyżanowskiego 8, 80-271 Gdańsk 6",672,228,91,374
"Zespół Szkół Ogólnokształcących Nr 3, sala nr 12 (parter), ul. Melchiora Wańkowicza 1, 10-684 Olsztyn",719,301,145,628
"Zespół Szkół Ogólnokształcących Nr 4, ul. Eugeniusza Romera 2, 71-246 Szczecin",803,227,188,468
"Zespół Szkół Ogólnokształcących Nr 7, Gdańsk ul. Tytusa Chałubińskiego 13, 80-807 Gdańsk 20",2246,998,1424,1617
"Zespół Szkół Ogólnokształcących Nr 7, ul. Złoty Róg 30, 30-095 Kraków",1046,448,1024,858
"Zespół Szkół Ogólnokształcących Nr 8, Gdańsk ul. Janusza Meissnera 9, 80-462 Gdańsk 22",1380,513,1136,870
"Zespół Szkół Ogólnokształcących i Technicznych im. Jana Pawła II w Siewierzu, ul. Tadeusza Kościuszki 15, 42-470 Siewierz",597,409,13,789
"Zespół Szkół Ogólnokształcących nr 4 im. ks. prof. Józefa Tischnera, os. Czecha 59, 61-288 Poznań",1329,508,996,864
"Zespół Szkół Ogólnokształcących, ul. Marii Zaborowskiej 2, 76-200 Słupsk",758,348,150,653
"Zespół Szkół Ogólnokształcących, ul. Stoczniowców 6, 84-230 Rumia",712,283,166,584
"Zespół Szkół Poligraficznych, ul. Stawki 14, 00-178 Warszawa",657,181,106,317
"Zespół Szkół Rzemiosła im. Jana Kilińskiego, ul. Żubardzka 26, 91-032 Łódź",859,356,325,661
"Zespół Szkół Specjalnych Nr 1, ul. Policka 3, 71-857 Szczecin",706,274,94,522
"Zespół Szkół Specjalnych nr 2, ul. Karolewska 30/34, 90-561 Łódź",947,300,469,591
"Zespół Szkół Specjalnych nr 85, ul. Elektoralna 12/14, 00-139 Warszawa",794,342,358,591
"Zespół Szkół Specjalnych, ul. Dolnej Wsi 74, 44-100 Gliwice",628,245,55,469
"Zespół Szkół Społecznych nr 1 im. Z. Herberta, ul. Jedności Narodowej 58A, 78-100 Kołobrzeg",565,305,13,635
"Zespół Szkół Spożywczo-Gastronomicznych, ul. Komorska 17/23, 04-161 Warszawa",1244,667,42,1056
"Zespół Szkół Technicznych, ul. Adama Matuszczaka 7, 35-083 Rzeszów",554,462,215,261
"Zespół Szkół Zawodowych Specjalnych nr 6, ul. Rolna 22, 40-555 Katowice",665,265,7,462
"Zespół Szkół Zawodowych nr 2 im. Janusza Korczaka, ul. Żniwna 1, 61-663 Poznań",694,189,149,416
"Zespół Szkół im. M. Konarskiego, ul. Okopowa 55A, 01-043 Warszawa",800,328,601,703
"Zespół Szkół nr 1, ul. Morska 1, 84-120 Władysławowo",632,282,186,681
"Zespół Szkół nr 129, ul. Koncertowa 4, 02-787 Warszawa",779,243,214,395
"Zespół Szkół nr 129, ul. Koncertowa 8, 02-787 Warszawa",696,231,58,376
"Zespół Szkół nr 16, ul. Koronowska 74, 85-405 Bydgoszcz",1899,920,1085,1705
"Zespół Szkół nr 2, ul. Borowska 105, 50-551 Wrocław",1132,508,1069,955
"Zespół Szkół nr 35, ul. Stefana Żeromskiego 22/28, 01-831 Warszawa",797,431,315,680
"Zespół Szkół nr 4, ul. Szczęśliwicka 46, 02-353 Warszawa",574,165,97,363
"Zespół Szkół nr 49, ul. Lwa Tołstoja 2, 01-910 Warszawa",2150,849,982,1645
"Zespół Szkół nr 5 (wejście boczne-stołówka), ul. gen. Tadeusza Kutrzeby 2a, 09-410 Płock",723,309,102,590
"Zespół Szkół nr 5 Mistrzostwa Sportowego, ul. gen. Augusta Emila Fieldorfa ""Nila"" 13, 85-796 Bydgoszcz",1411,664,1202,1158
"Zespół Szkół nr 5, ul. Szczawnicka 1, 04-089 Warszawa",981,439,650,792
"Zespół Szkół nr 73, ul. Wenantego Burdzińskiego 4, 03-480 Warszawa",568,362,2,651
"Zespół Szkół nr 90, ul. Augustyna Kordeckiego 54, 04-330 Warszawa",600,296,19,524
"Zespół Szkół z Oddziałami Sportowymi nr 1 im. Jana Kochanowskiego, os. Pod Lipami 106, 61-638 Poznań",1144,359,1018,674
"Zespół Szkół Łączności im. Mikołaja Kopernika, ul. Przełajowa 4, 61-622 Poznań",2018,439,722,1100
"Zespół Szkół Łączności, ul. Monte Cassino 31, 30-337 Kraków",1356,450,481,954
"Zespół Wczesnej Edukacji nr 1, ul. Wiczlińska 33, 81-578 Gdynia",1923,550,1814,1052
"Zespół Zakładów Opieki Zdrowotnej im. Jerzego Pióro w Dobrym Mieście Centrum Świadczeń Zdrowotnych w Barczewie, ul. Niepodległości 9, 11-010 Barczewo",1,1,0,1
"Zespół Zakładów Opieki Zdrowotnej im. Jerzego Pióro w Dobrym Mieście, ul. Grunwaldzka 10B, 11-040 Dobre Miasto",4,9,3,9
"Zespół Zakładów Opieki Zdrowotnej w Ostrowie Wielkopolskim - Oddziały przy ul. 3. Maja, ul. 3 Maja 35, 63-400 Ostrów Wielkopolski",3,2,2,5
"Śląski Dom Seniora, ul. Juliusza Słowackiego 22, 41-710 Ruda Śląska",21,6,17,11
"Świetlica GOK, ul. Marszałka Józefa Piłsudskiego 55, 05-805 Kanie",684,359,62,635
"Świetlica Ochotniczej Straży Pożarnej Łódź-Mikołajew, ul. Plonowa 18, 91-156 Łódź",943,380,466,723
"Świetlica Osiedlowa Rady Osiedla Polanowice-Poświętne-Ligota, ul. Henryka Michała Kamieńskiego 256, 51-180 Wrocław",622,198,109,450
"Świetlica Wiejska w Grzybowie, ul. Szkolna 1, 78-132 Grzybowo",668,281,358,663
"Świetlica Wiejska w Rowach, ul. Kościelna 2a, 76-212 Rowy",436,238,91,623
"Świetlica Wiejska w Wilkszynie, Wilkszyn ul. Sportowa 2, 55-330 Miękinia",714,306,202,679
"Świetlica Wiejska w Łagiewnikach Nowych, Łagiewniki Nowe ul. Smardzewska 59, 95-002 Smardzew",764,356,202,610
"Świetlica Wiejska, Klonowo 35, 13-230 Lidzbark",53,36,52,79
"Świetlica Wiejska, Lusowo ul. Ogrodowa 13, 62-080 Tarnowo Podgórne",716,176,141,387
"Świetlica Wiejska, Murowaniec ul. Agatowa 2, 86-005 Białe Błota",665,279,115,589
"Świetlica Wiejska, Zielonka ul. Jaworowa 2, 86-005 Białe Błota",738,204,241,484
"Świetlica na Osiedlu Wincentego Witosa, ul. ks. Władysława Młyńskiego 4, 83-110 Tczew",684,338,37,682
"Świetlica osiedlowa, pl. Plac Grzybowy 16, 62-002 Złotniki",822,151,139,259
"Świetlica osiedlowa, ul. Żukowa 14, 62-002 Złotniki",814,257,297,473
"Świetlica szpitalna, ul. Szpitalna 9, 24-300 Opole Lubelskie",12,9,0,2
"Świetlica w Karwianach, Karwiany ul. Majowa 3a, 52-200 Wrocław",628,167,17,379
"Świetlica w Szczytnikach, ul. Wspólna 18, 62-023 Szczytniki",865,213,535,548
"Świetlica wiejska Nadolice Wielkie, Nadolice Wielkie ul. Wrocławska 56, 55-003 Czernica",668,267,123,610
"Świetlica wiejska w Biskupicach, ul. Ogrodowa 17, 62-007 Biskupice",737,282,177,628
"Świetlica wiejska w Chrząstawie Wielkiej, Chrząstawa Wielka ul. Wrocławska 36, 55-003 Czernica",733,461,381,939
"Świetlica wiejska w Gowarzewie, Gowarzewo ul. Swarzędzka 14, 63-004 Tulce",912,276,620,697
